,wallet_age_days,transaction_count,total_deposited_usd,total_borrowed_usd,total_repaid_usd,liquidation_count,health_ratio,repayment_ratio,credit_score
0x055948f72297ed3b34a97dc35fa47b318cc7514b,0,6,1.450491958478653e+21,4.125700586306349e+20,0.0,0,3.516,0.0,206
0x02bf4268c84ce1306d1e2af3c2f54d2b3214658e,0,2,1.2567434695390195e+18,1.2567434695390196e+16,0.0,0,100.0,0.0,206
0x008d399b5936b8fc3d6ce86ad53ac001217e3978,6,9,1.7172440463652445e+20,5.6369109552005644e+19,44151807.18,0,4.385,0.0,205
0x043bd112d6db10daa0f15a255697d0b88e3daf43,11,17,5.994902061143643e+19,1.580374996156546e+19,15761789.917,0,3.793,0.0,205
0x043a2e8b8f91d44821d8ebb0e29e83ba3b597d63,0,3,1.0210998264841655e+21,2.6826927660174066e+20,0.0,0,3.806,0.0,205
0x0499c4984578346f1fafe15213c6f5b31bcefb21,8,2,4072305.316,0.0,0.0,0,4072306.316,0.0,205
0x04c6afa4eb74e06d5258c5a96eeedc60f24c271a,5,2,5054942.998,0.0,0.0,0,5054943.998,0.0,205
0x006fda5407be210b6d8d653b04859a748e84e64a,0,1,7681412.286,0.0,0.0,0,7681413.286,0.0,205
0x014d8a9260da47dcf00113bd34482cceac881a9d,3,6,3.38672356334847e+20,7.412241046527507e+19,0.0,0,4.569,0.0,205
0x00817ccd987f38563a46027758376123c870d263,0,1,0.0,0.0,0.0,0,7322543498.312,0.0,204
0x04b95fbf82c747ebb71e9117c979aaa7ae0830f1,0,1,0.0,0.0,0.0,0,7262246125.76,0.0,204
0x047f36f975bf17d79ee15d96fbadacf6c0e49dcc,8,2,3768100.924,0.0,0.0,0,3768101.924,0.0,204
0x02392917c57206903ef11d936c65d3c454fde057,10,2,3133624.126,0.0,0.0,0,3133625.126,0.0,204
0x03a5bdbd5a37ee782e9203811d227342c3fcfb73,19,4,3.3630931679252024e+18,1.1506014386674776e+18,0.0,0,4.914,0.0,204
0x00283b611db7844cb5677b311afd67c8e3078518,0,1,7201520.674,0.0,0.0,0,7201521.674,0.0,204
0x00f83f560dea6e8317900beabc89be027da154f8,1,6,3.601426284006141e+20,6.7473144444879946e+19,0.0,0,5.338,0.0,204
0x01e156b9378aaaf9215cc50f0e6b1ead24fff6b0,1,10,1.5747930222715472e+21,9.095426461929946e+20,0.0,0,1.731,0.0,203
0x008d2d57867efeba246e3bd8034ceb8c8f596950,11,2,2857606.248,0.0,0.0,0,2857607.248,0.0,203
0x00940bbff7ff7778b466fd26fe2932051885c1ce,6,4,2465447.039,0.0,0.0,0,4931932.582,0.0,203
0x03f93793e6f54a78d3839febd2c80e2ac48f56f7,1,2,0.0,0.0,0.0,0,5603107906.878,0.0,203
0x009e7a5a378a128d9afdb80dd8aeaa04c30a67d0,0,1,6306527.847,0.0,0.0,0,6306528.847,0.0,203
0x05ceffd4104ebc52638778968733d4fec8808060,8,3,3343848.0,0.0,0.0,0,3343849.0,0.0,202
0x031d2da6a39dfe83c314df7c2e7a74bfad01773b,28,7,2.238362875295868e+18,1.7952283040827238e+18,0.0,0,1.247,0.0,202
0x051223e88f14ac86df41c922708e5cefda143be9,0,1,0.0,0.0,0.0,0,5474938523.42,0.0,202
0x04f2c1bc52e361bc08d4561996a9f2bd55673be0,13,3,2121570.198,0.0,0.0,0,2121571.198,0.0,202
0x016a5af54b2a9832ce8a594d3fc5af64ebd386f7,0,2,1.0592006367604903e+20,1.4964338684518547e+19,0.0,0,7.078,0.0,201
0x00ead164c58ccf3d8fbe9aab4c806477db62e599,0,1,0.0,0.0,0.0,0,5010976974.139,0.0,201
0x05b577839fc3272bea6c3e62033a5b69d2679d87,0,1,0.0,0.0,0.0,0,4926264379.386,0.0,201
0x017fe9a4c15da854133d4fd220948ac084f8ae14,0,3,9.490714871441685e+19,1.2361990926410498e+19,0.0,0,7.677,0.0,201
0x013da16ead9075d66102ef98c23432a3af815b20,0,2,8.074396940532005e+20,4.0371986488224724e+20,0.0,0,2.0,0.0,200
0x0251a94286c3a2cfebefd2558b916b7a6c180476,7,2,3012780.991,0.0,0.0,0,3012781.991,0.0,200
0x03abccd9e326b65aa739fbc222a88783dfd01a8b,5,3,3382329.49,0.0,0.0,0,3382330.49,0.0,200
0x032bb3d64f289e35ec8642c9bf2bdad7d73529d0,0,7,1.4372043482775862e+17,1003004833516965.8,5758482.35,0,143.29,0.0,200
0x0344e6dc73a4128d7a889509a13c3dd25b4b688a,0,12,9.162714329787138e+20,4.5294871503545e+20,0.0,0,2.023,0.0,200
0x0419395ef65947b74ad9ccd1a9753251e72e411b,0,1,5070849.602,0.0,0.0,0,5070850.602,0.0,200
0x01c5c9f1b50986663d545b474b3acbf9e1b25c51,2,21,1.3521703909333499e+21,1.2898180631690454e+21,0.0,0,1.048,0.0,200
0x04581b79bf2fac9ed93b41b8023271ecb86b6857,32,9,4162263897648.492,13425771793.184,0.0,0,364.604,0.0,200
0x040819d924238c97c81013bdf75ec99bbfd1498b,0,1,5130808.497,0.0,0.0,0,5130809.497,0.0,200
0x05f1d03682e1f5c7da8028a2c0bdc73eded4f033,0,8,1.0283711363522971e+20,1.6430929635229493e+19,0.0,0,6.6,0.0,200
0x017154d1f2c228765c494da30c018fa48a09e1ad,0,1,5053074.836,0.0,0.0,0,5053075.836,0.0,200
0x029ce20ee686f00a1200b116086f90a682e30092,13,17,7.751181772857495e+19,7.751036117763477e+19,1301429709.546,0,1.0,0.0,200
0x040be472268e720f945eb95a0e71445a0f07aa3f,7,3,3040239.111,0.0,0.0,0,3040240.111,0.0,200
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,0,1,5129981.411,0.0,0.0,0,5129982.411,0.0,200
0x00c2ac8857ea018a1cc23d529ec26f55d0bc1849,10,3,2142628.393,0.0,0.0,0,2142629.393,0.0,199
0x022912e31d168930df41a7d0860a588a53a2fdd6,5,3,3355431.341,0.0,0.0,0,3355432.341,0.0,199
0x04859ae1248a198d87270ebb27e3ca3a2cc98595,0,1,0.0,0.0,0.0,0,4058675777.542,0.0,199
0x0188e83acb7f9e765bdd3e5cf7937d3d9e1c2879,5,3,3355431.341,0.0,0.0,0,3355432.341,0.0,199
0x01772e50f13f21e6a278e692423c4d514837f9de,0,1,0.0,0.0,0.0,0,3976507276.783,0.0,199
0x03ba32ace3739ccecb9bfa494138b07bab1c0306,0,1,4961580.908,0.0,0.0,0,4961581.908,0.0,199
0x012186399add91fcdc4504bcd9c44a2169d4b32c,0,1,4981317.226,0.0,0.0,0,4981318.226,0.0,199
0x01e8a979e7c5a1bb5c7af02a5f11263d0af4c19e,2,2,0.0,0.0,0.0,0,3254213528.038,0.0,199
0x0063d9477fd76b7c9732917b3b884d918607a804,2,8,2.598704302378029e+20,1.0075076893283674e+20,0.0,0,2.579,0.0,199
0x042d9ebf0e126b29824fffeb4fc4ba5393ce1975,0,3,4733708.141,0.0,0.0,0,4733709.141,0.0,199
0x0314732f2aeb62651ce2f1712e51300aa6e1676e,7,2,2854766.807,0.0,0.0,0,2854767.807,0.0,199
0x04b7f0bb0ec9de8313180276279984125e9c3f7c,5,3,1.402923225914231e+20,7.380617870174088e+19,0.0,0,1.901,0.0,198
0x04d9d6934fa51db9f34afd7e65ca08a9d9dfd818,6,4,1.0661732222312948e+19,1.5791658087812e+18,0.0,0,7.007,0.0,198
0x047aa912135e7dacd4f761ce2de485eca88c096e,6,6,2809807.081,0.0,0.0,0,2809808.081,0.0,198
0x05a5512222dbf0a2227187ea096bc39b6b9b4991,0,13,3.203566027808508e+20,1.2676622261025627e+20,0.0,0,2.527,0.0,198
0x023d208c4ded862fc9c4b77f6f751b781019ae9c,9,2,2180229.993,0.0,0.0,0,2180230.993,0.0,198
0x0122f83912932a2d3631340168795c42b6716290,5,2,3057642.962,0.0,0.0,0,3057643.962,0.0,198
0x00bbcd7ea98da5f60ee393533aaa9edeb8573167,1,16,2.594214311495422e+20,1.0914811708895651e+20,0.0,0,2.377,0.0,197
0x04c322117e21cd15163b9954eff247e9f32359a9,27,6,113652381413809.14,1136523793834.397,0.0,0,100.0,0.0,197
0x030138d2f5f2757daae2fbb8dfd18870ea908881,0,1,0.0,0.0,0.0,0,3377193447.792,0.0,197
0x00c26a3e7117cfe0e4afacff2a1be9e3d2384c6e,2,79,2.1587453150249917e+20,1.0340486797436382e+20,0.0,0,2.088,0.0,197
0x04488eb67ce58d792983ff37f3c625a204323281,6,2,2666801.644,0.0,0.0,0,2666802.644,0.0,197
0x0424e3bfffc7d7cd2cc06265c49497c695ae8175,12,2,1000200.656,0.0,0.0,0,1991566.689,0.0,197
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,6,2,2435337.782,0.0,0.0,0,2435338.782,0.0,196
0x02c4f4a127e285550a192ac77c715b6f2e641e99,0,1,3961665.337,0.0,0.0,0,3961666.337,0.0,196
0x01905431efb225a63b873d8fa6f98b067df4a924,6,2,2466734.443,0.0,0.0,0,2466735.443,0.0,196
0x04566bf9d24761ad1c8b9505bc801081a8159d64,7,2,2157435.455,0.0,0.0,0,2157436.455,0.0,196
0x01b8674543a3480a6a4c44014d226b27db2d65db,0,2,3.4585645963041997e+19,4.996078385872354e+18,0.0,0,6.923,0.0,196
0x052a44f7e4213413b9b9440ded0175a3b43bffc1,1,3,4.825962164146315e+19,3.730089820556934e+19,0.0,1,1.294,0.0,196
0x03f5168a0395d5314e352199e4ef81e6efbcc6f8,4,2,2699362.501,0.0,0.0,0,2699363.501,0.0,196
0x0471576d6dc3e08b74de7408bcf406b5763a9eb7,7,2,2010646.071,0.0,0.0,0,2010647.071,0.0,195
0x0065fb0daffbc3025516415183fa808b2b40b3fb,7,2,2024491.456,0.0,0.0,0,2024492.456,0.0,195
0x03ce7a47e2cd8a444db1213421146e31b4a3b646,7,2,2030817.44,0.0,0.0,0,2030818.44,0.0,195
0x01ff5a365d6cdaa587779491837ad55d4862e906,3,2,2690850.775,0.0,0.0,0,2690851.775,0.0,195
0x04e1d908395d64f429d57b7e848e4b63b1cdd91a,7,2,2037234.978,0.0,0.0,0,2037235.978,0.0,195
0x03e2c61111ce494af41e66432fa5e55f1e767ff6,6,2,2168150.442,0.0,0.0,0,2168151.442,0.0,195
0x017e2a9de4d669a21084a6d2014b38a5e2863643,0,9,2.6271778734828454e+20,1.4468473753328037e+20,0.0,0,1.816,0.0,195
0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,0,2,1.1191814376473716e+20,3.357544312942115e+19,0.0,0,3.333,0.0,195
0x056b1e5ba8dbdc1ccb9f51c14551e7fe97f1e3a1,7,2,2019554.128,0.0,0.0,0,2019555.128,0.0,195
0x02ab74c629a0cb6e86e3cddaabfe05ca79a73bb1,6,2,2243449.344,0.0,0.0,0,2243450.344,0.0,195
0x058607160117c0a9c2af83cce266a9541ff341fe,7,2,2036959.178,0.0,0.0,0,2036960.178,0.0,195
0x02e2b3f9e177e918e67e25b1a1b6a739049f9e22,6,4,2180417.684,0.0,0.0,0,2180418.684,0.0,195
0x03507501959de1df612099f3916f28d5b07bca4a,7,2,2040963.857,0.0,0.0,0,2040964.857,0.0,195
0x0353e69aa5fecdc675ef74f4fd856588714edbdf,5,2,2394168.886,0.0,0.0,0,2394169.886,0.0,195
0x00850f22f6d422d8987f796a9f23fd9e45bda47e,7,2,2005024.531,0.0,0.0,0,2005025.531,0.0,195
0x00695c7fcd8ee1517adb85c24547fc792613a5c5,7,2,2106938.314,0.0,0.0,0,2106939.314,0.0,195
0x01eb9de460ba2c8058094398528eb63cb426e1ad,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x030e691d39e2dda9ffb32de5f49fdbf9f590ef00,24,6,6.637817089820755e+17,4.498917895318276e+17,0.0,0,1.475,0.0,194
0x003094a91a3b5523bc601b221f80183bd347e9ae,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x04eae81b5fc871555f850f1d8c5e0c94d2791760,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x04559672afdfbd152670d2f1f3f7d07cc3115089,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x0564b84258949c6180e6ebf4c5a8c9d3b29b444b,5,2,2190112.254,0.0,0.0,0,2190113.254,0.0,194
0x0556d8577f44cd4aa6d0fd89b6670e6ca2fa7fd6,5,13,8.980889588908633e+19,6.092784736445424e+19,0.0,0,1.474,0.0,194
0x04ee3685ad086d8b06d07ea3a32a69e449b7bd26,6,2,2044367.283,0.0,0.0,0,2044368.283,0.0,194
0x04ee321ee32021c6607a5e6421b3e09008bebc08,0,3,2.2730475876687936e+18,1.1191814376473717e+17,0.0,0,20.31,0.0,194
0x05463e72f20d07cc76b2380d697985964d6bfa14,6,2,2071409.732,0.0,0.0,0,2071410.732,0.0,194
0x001875a076b3cfe1c9535d76b0345c16e3d61118,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x0413d2c3e315749b7f3277fce702e1b4c7bca05a,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x01b2e0fc91754fa2daa9a69fe4ef69c03cb50bc0,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x024c74f59e3c377510243e305573f393ee48e9fb,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x022a5be21c7b835e1f44700c8845d97d6d045a73,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x014b0094e8c926067eff9bcf7f28608d80cb3694,5,2,2138775.939,0.0,0.0,0,2138776.939,0.0,194
0x032945f825c2c9ffb445a2de02513b811554df46,5,2,2190112.254,0.0,0.0,0,2190113.254,0.0,194
0x0479283a1751f32dc400615f5dd6799ebd304e6f,25,19,19710468014.217,19367733584.646,3401398483.194,0,1.018,0.176,194
0x03572f17c8e8ac3d5e5f767bff74dca89f310225,22,4,1.047451261761731e+18,6.71508862588423e+17,0.0,0,1.56,0.0,194
0x03a7628bb57509b55dbb38d35cffa94b68e2f132,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x02da983db0d963407f2e95ae60df3bd648c8a92a,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x02dbd660e8ee9d7b7fa41bb28434e6f9ceb66989,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x0133a483873163fc5bc916de39abec8baf85657c,0,14,9.50245137413466e+19,2.9695160544280265e+19,0.0,0,3.2,0.0,194
0x04a9e17c30292cef63922a16dd24ce3893775ea0,5,2,2190112.254,0.0,0.0,0,2190113.254,0.0,194
0x05834fc3038acb6434e5930f351947af0d6431a0,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x038f3ac9acc74b7918d9903d4429d36e57fb1fdb,12,2,1228229.075,0.0,0.0,0,1228230.075,0.0,194
0x053bf51527d1df69a86f5362605f46cb42170a1d,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x03939fefccb572f0279e788a71f5ad34a82a4379,6,2,2053860.701,0.0,0.0,0,2053861.701,0.0,194
0x0090ca02bba03a52241bfb641cc575bd4990432c,5,2,2190112.254,0.0,0.0,0,2190113.254,0.0,194
0x03f9bb84628bd284686819a5ba7ab5c0193145e6,22,4,5.682618969183035e+17,2.8413094971248973e+17,0.0,0,2.0,0.0,194
0x0051ed91501bdefede70975ec9459a0dd3c5657b,0,3,4.6332751589247386e+19,1.0098626311162085e+19,0.0,0,4.588,0.0,194
0x00552481817c28f473f4cc61538db6536015d906,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x05e1c452e571e7edf1a5aab2fffb16de322cb373,5,2,2259609.878,0.0,0.0,0,2259610.878,0.0,194
0x02c140cd842739c324846893adb64de09026b3f2,0,3,2.2730475876687936e+18,1.1365237938343968e+17,0.0,0,20.0,0.0,194
0x0488def629e5780e493829c28e704864cbef0b8a,4,2,2252168.349,0.0,0.0,0,2252169.349,0.0,193
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,5,2,2085925.947,0.0,0.0,0,2085926.947,0.0,193
0x01af86cd3fa63f8b04b8ba7df0494a77c01c473f,0,1,2941419.8,0.0,0.0,0,2941420.8,0.0,193
0x0411c92f02c35dcf4ce18dd23b314e0fb5e5119f,22,3,1.1329080000010099e+18,1.0055578731732666e+18,0.0,0,1.127,0.0,193
0x06189341e523a52ae10c4bd4a7774371fac1b249,0,7,1.2725919159996656e+19,2.330735517406744e+18,0.0,0,8.073,0.0,193
0x0121a5499577090838ac2d987c2fab300ab13858,11,2,1249933.879,0.0,0.0,0,1249934.879,0.0,193
0x0124fd98566fb966d118bfb70650cac960dd6c2c,10,3,1329508.619,0.0,0.0,0,1329509.619,0.0,193
0x002bb13a55bf4525f02717708dd4534ecc475193,0,2,3141551.303,0.0,0.0,0,3141552.303,0.0,193
0x00c4803aa7cdfe5ae5d325b79d5c3c384e4a8ae9,5,2,2023571.665,0.0,0.0,0,2023572.665,0.0,193
0x01532c3f785c5218b5595b0e13e3b20b6d501924,1,11,3.0014648546117394e+19,1.1643673954388947e+19,0.0,0,4.293,0.0,193
0x0355e6d75261199fd78e1faba4e59bf6fe31dfe8,0,1,0.0,0.0,0.0,0,2007199098.452,0.0,193
0x032ddfdf432eb4c97faf50a3d7fe1898e4e123a6,5,2,2028496.77,0.0,0.0,0,2028497.77,0.0,193
0x02c98fe643a484a9a6b1bbb656c13bc281c624ca,5,2,2114449.812,0.0,0.0,0,2114450.812,0.0,193
0x04f4a65b8953363a618e63802ffec52341ae2418,0,2,0.0,0.0,0.0,0,2052852070.515,0.0,193
0x05a9f15665e735dfc5821639cccd5713ba3ef1bd,5,2,2061992.339,0.0,0.0,0,2061993.339,0.0,193
0x00ba0f9e3b612bc7b6712964848f2b1d3e75bbac,4,2,2252168.349,0.0,0.0,0,2252169.349,0.0,193
0x050e68c5c08af60e96a029790429280173a0e3ae,4,2,2252168.349,0.0,0.0,0,2252169.349,0.0,193
0x05be3fbe36e84b550f687afa6f65b78884792e9b,5,2,2014173.105,0.0,0.0,0,2014174.105,0.0,193
0x03695ecfee68b3d537711d04d11de6a8f1329f6a,4,2,2252168.349,0.0,0.0,0,2252169.349,0.0,193
0x0216bebed0b277842b010943d820e00993127859,4,2,2028684.789,0.0,0.0,0,2028685.789,0.0,192
0x020aa5bec1a613a41519421058cab6196db88cdb,0,3,5.98929888234223e+18,5.670532258809813e+17,0.0,0,10.562,0.0,192
0x028da245d4add9bb4dd4a6ba2c0be7b683f0ab69,11,2,1206582.233,0.0,0.0,0,1206583.233,0.0,192
0x005d25ac8fe00ec22e8b0f34d7a5f8e00217fcd0,3,2,2136979.507,0.0,0.0,0,2136980.507,0.0,192
0x058440976f25ab70e3ed83980138806263e56994,22,3,1.11918143780529e+17,2.712667597617033e+16,0.0,0,4.126,0.0,192
0x0056323f02bb16de8025a79ab09e1dd5c8114602,0,1,0.0,0.0,0.0,0,1898597836.771,0.0,192
0x02a73d22bd486381e61eca664377a06c446d5316,4,2,2046703.664,0.0,0.0,0,2046704.664,0.0,192
0x036631a163767ec4b518ba3c234185811f7d9827,0,1,0.0,0.0,0.0,0,1991829519.832,0.0,192
0x03e087630a227e4dfc5ac321d40098c7c12235de,4,2,2100349.055,0.0,0.0,0,2100350.055,0.0,192
0x005a61772557bef9a3e65a7b87eaccce34f2700e,9,3,1264965.959,0.0,0.0,0,1264966.959,0.0,191
0x04b0a41216bb2d497f14975b2822033f7448e8b1,10,2,1186207.882,0.0,0.0,0,1186208.882,0.0,191
0x0334e081f088642f7628030bc6b28289495c5400,0,1,0.0,0.0,0.0,0,1672610181.259,0.0,191
0x05ee92b20265f364620710d8ffb416784e1d18f8,3,2,2008576.024,0.0,0.0,0,2008577.024,0.0,191
0x02d1470908285f35efeb65b00162134ec721118d,0,7,7.832164453165779e+19,3.5652910439053607e+19,0.0,0,2.197,0.0,191
0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,3,2,2008334.635,0.0,0.0,0,2008335.635,0.0,191
0x05282c4ea521f6fd25e1b9c76473cea27bf6c978,2,2,2111697.21,0.0,0.0,0,2111698.21,0.0,190
0x01b45138c79d97335df9fef8c3a325eaa764d29c,10,2,1059459.312,0.0,0.0,0,1059460.312,0.0,190
0x026d91ed039c1c67623df86c399c13deee6a9365,1,2,2307297.152,0.0,0.0,0,2307298.152,0.0,190
0x04c703a95f5d4215926e8b45668f709bcfef0163,2,2,2041564.214,0.0,0.0,0,2041565.214,0.0,190
0x0519064e3216cf6d6643cc65db1c39c20abe50e0,0,1,2463293.716,0.0,0.0,0,2463294.716,0.0,190
0x0227bca5020404a04e76eb3b2c4162a4ef9f0ec0,11,4,1018971.98,0.0,0.0,0,1018972.98,0.0,190
0x05ae85da4be4a3852e8b67d3d40daaab939badb6,2,2,2111697.21,0.0,0.0,0,2111698.21,0.0,190
0x03a81442b06c71f0b5850286dc36f99c6f449892,0,1,2363369.13,0.0,0.0,0,2363370.13,0.0,190
0x04c9a437a766af5c8de653ac66d61e9217a7455f,7,2,1369607.934,0.0,0.0,0,1369608.934,0.0,190
0x031f2e22d9a20142ba0c809577e0003c9a3b1ec2,0,2,2361584.222,0.0,0.0,0,2361585.222,0.0,190
0x05d0fcc6bb04a28d0ef9ad7e7cf27360ddbfd193,11,2,1024748.993,0.0,0.0,0,1024749.993,0.0,190
0x01a9766c63c57694307eb20b75796a252d549819,11,2,1024964.436,0.0,0.0,0,1024965.436,0.0,190
0x060d0cc814854f60cc6ca2566a047526a85f1d9a,0,4,6.640802048448664e+19,3.3093328500318634e+19,0.0,0,2.007,0.0,190
0x051682b8fe0c234966e0951432375155b292a5b4,0,2,2234854.253,0.0,0.0,0,2234855.253,0.0,189
0x0214917734b5d8ea94239b31df6cb2762e7b9dfa,10,2,1023134.778,0.0,0.0,0,1023135.778,0.0,189
0x0423422bf2e02ac5c5bff7bb34463b9dc372946c,0,2,2197506.992,0.0,0.0,0,2197507.992,0.0,189
0x05a9c66e3ebce844800db7f1e5c9b3892541fb4c,0,3,2155689.299,0.0,0.0,0,2155690.299,0.0,189
0x04a5f2cd0cdc04f4c483d3dffc71c218551500d1,0,4,3.1471165391082942e+19,1.0478964560687815e+19,0.0,0,3.003,0.0,189
0x0240099b8b2b9a5b408e8de96131e93ed7fed9de,0,4,5.464612664011637e+19,2.6396141351146512e+19,0.0,0,2.07,0.0,189
0x0149e057c5cf8e330fa5df824ad3c086ffc1cca9,0,2,2188441.031,0.0,0.0,0,2188442.031,0.0,189
0x0589a45d8e905150cb4f229cd30c54ef1202a84c,0,2,2229085.871,0.0,0.0,0,2229086.871,0.0,189
0x042b66aa933ef8b395ac2e77498bc61215146a02,0,2,2088000.059,0.0,0.0,0,2088001.059,0.0,188
0x03352f97e46d751d978c0293f0e51d53b6959599,0,1,2006378.372,0.0,0.0,0,2006379.372,0.0,188
0x01d04f947cf6e5e4ffb9d76b40ed83daafa76e5a,0,1,1994476.7,0.0,0.0,0,1994477.7,0.0,188
0x00d8a0f305698083d8af5a8b900b3b947f604b55,0,2,1988206.842,0.0,0.0,0,1988207.842,0.0,188
0x039c361579aef4e8df5f7bfe0950dd06af0b1276,0,1,2052434.203,0.0,0.0,0,2052435.203,0.0,188
0x020d26d3389a999835b7f666e8b3c5efb44f12e8,6,2,1316197.59,0.0,0.0,0,1316198.59,0.0,188
0x05dbde7fe248c7f51d9e87063c4d5c4ec3322a1c,2,28,6.231943993963024e+19,6.382146470272535e+19,0.0,0,0.976,0.0,188
0x0079bf6868cb1b7cf4a451311fd70c348f3ed38b,0,1,1985421.27,0.0,0.0,0,1985422.27,0.0,188
0x04f8dbe39e3bc4bbdf514563f1e63acd040edcae,0,2,1.964538090003606e+19,6.046694170754933e+18,0.0,0,3.249,0.0,188
0x0569edc117504fa0a7fb925d63fc0f5d2de5fca2,4,4,0.0,0.0,0.0,0,709305754.296,0.0,187
0x0027c6cd01364a3c5d29f72269b36dfe85628193,0,1,1886450.926,0.0,0.0,0,1886451.926,0.0,187
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,0,1,1862989.298,0.0,0.0,0,1862990.298,0.0,187
0x028179cc3d6dd3e3f98086134062eb1f7236ae1b,0,1,1904708.051,0.0,0.0,0,1904709.051,0.0,187
0x017b176e25cf8685d25f085a8331fec5352a58ec,0,1,1851651.269,0.0,0.0,0,1851652.269,0.0,187
0x027763281d2088f8e23a42be830c244631e344ce,0,1,1885496.81,0.0,0.0,0,1885497.81,0.0,187
0x0185e80948461135faabd6d01fe4afa8586fe6c4,0,1,1857924.567,0.0,0.0,0,1857925.567,0.0,187
0x035556926c0c52223142c174871df815ba6d770e,0,1,0.0,0.0,0.0,0,1078695726.258,0.0,187
0x0258527810d6b6317e2a8426c765f88dd4064cd2,0,1,0.0,0.0,0.0,0,1117930180.454,0.0,187
0x03ba6269d28f72ddb9aee4d81392cafa63eb54b2,0,1,1874339.481,0.0,0.0,0,1874340.481,0.0,187
0x04778c5867ccc6951cd5bb15583f59a545c77262,7,2,1094860.701,0.0,0.0,0,1094861.701,0.0,187
0x0037643e4ec2b622270676e9e7aa163b261cfb79,0,1,1838240.365,0.0,0.0,0,1838241.365,0.0,187
0x03fe94c26b4cb0f29d95e1f6c369e7a8b23ef93c,6,2,1204979.721,0.0,0.0,0,1204980.721,0.0,187
0x05faaeec0c95c706fca67b25cbbfb21a783a0a34,0,1,0.0,0.0,0.0,0,1090170184.709,0.0,187
0x0057abf4b6b95cd42cb8c197e78b934d45679432,6,2,1188943.608,0.0,0.0,0,1188944.608,0.0,187
0x048cfe86325ecb012e4cc05495683e229eaca7ad,0,2,5.72459461409033e+18,1.0206412412708657e+18,0.0,0,5.609,0.0,187
0x04d7a4f5ef30dfb0b266376a4d08621540786c8a,0,1,1964738.693,0.0,0.0,0,1964739.693,0.0,187
0x05a5a6087274ddaac3b52ebb6935866c650a9083,5,2,1283145.022,0.0,0.0,0,1283146.022,0.0,187
0x00e928ef44122d31043f772b00b0d1821b020ff7,0,1,1862418.22,0.0,0.0,0,1862419.22,0.0,187
0x02db6d1adc9e057240ec42dc7bb952a254534ebf,0,1,1961869.736,0.0,0.0,0,1961870.736,0.0,187
0x04c9b1744e0cc0e2879bbbb41b6a77e10625b87a,0,3,1.7047856907515953e+19,5.682618969171984e+18,0.0,0,3.0,0.0,187
0x04df6080e88b03f222a7297562428c5828a59500,0,1,1973953.6,0.0,0.0,0,1973954.6,0.0,187
0x025a17b52b74fe913eb751ec001ed71bb188aaa3,0,1,1838412.887,0.0,0.0,0,1838413.887,0.0,187
0x0421f931c8d9c4a2fedf29771cf9d9102dfb3857,0,1,1722224.383,0.0,0.0,0,1722225.383,0.0,186
0x041596ce81fc702436a302f4963181ec2ab3b7dc,0,1,1768594.449,0.0,0.0,0,1768595.449,0.0,186
0x03ec904145016da8c1eeeb95d816b39bc89b7882,7,2,992887.212,0.0,0.0,0,992888.212,0.0,186
0x03f03037ea887b1adb81512920b126e2becb970c,6,2,1127307.9,0.0,0.0,0,1127308.9,0.0,186
0x0396b92e454cc2a7076fed1722393c1c4dbb14ea,0,1,1830436.573,0.0,0.0,0,1830437.573,0.0,186
0x04f254950c0edc6c302d0dfbdd247b2ebf303a7b,0,1,1807644.189,0.0,0.0,0,1807645.189,0.0,186
0x0187cd7fa0f5f10661e12be1538611de29bc6f77,2,12,8.711046470826485e+19,2.0360619839511944e+20,3002607.721,0,0.428,0.0,186
0x01cbb47731aa829baa27ece1e69efb8fa29d1cba,0,1,1737659.841,0.0,0.0,0,1737660.841,0.0,186
0x053ca2dcbe7a5db7a86d6fadf6088bc56aa24f37,0,1,1773857.19,0.0,0.0,0,1773858.19,0.0,186
